"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"202010","2020-10-19","64","53","13","37","26","97","PM25","SEDANG","DKI4"
"202010","2020-10-20","63","53","19","31","36","100","PM25","SEDANG","DKI4"
"202010","2020-10-21","57","53","17","33","30","92","PM25","SEDANG","DKI4"
"202010","2020-10-22","53","53","18","29","26","82","PM25","SEDANG","DKI2"
"202010","2020-10-23","39","53","9","22","12","65","PM25","SEDANG","DKI3"
"202010","2020-10-24","56","54","11","34","25","91","PM25","SEDANG","DKI4"
"202010","2020-10-25","52","54","13","42","20","79","PM25","SEDANG","DKI4"
"202010","2020-10-26","57","55","14","41","28","82","PM25","SEDANG","DKI4"
"202010","2020-10-27","52","54","17","34","30","70","PM25","SEDANG","DKI4"
"202010","2020-10-28","66","54","29","32","33","89","PM25","SEDANG","DKI5"
"202010","2020-10-29","57","55","15","35","26","87","PM25","SEDANG","DKI4"
"202010","2020-10-30","63","55","18","34","19","108","PM25","TIDAK SEHAT","DKI4"
"202010","2020-10-31","45","55","15","29","20","72","","SEDANG","0"
